"(""name"",""terminology"",""code"",""term"",""code_type"",""RecordDate"",),"
"(""hypertension_drugs"",""DMD"",""20595811000001108"",""Candesartan 2mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""318100006"",""Product containing precisely chlortalidone 50 milligram and triamterene 50 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16631011000001108"",""Perindopril erbumine 8mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5878511000001103"",""Ramipril 5mg capsules (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13919811000001103"",""Bisoprolol 7.5mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11311000001108"",""Co-amilofruse 5mg/40mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""823511000001107"",""Zemret 240 XL capsules (Neolab Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13767611000001103"",""Perindopril erbumine 2mg tablets (Apotex Europe Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8453311000001103"",""Diazoxide 250mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""656411000001108"",""Lisinopril 10mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""92011000001103"",""Propranolol 40mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13919311000001107"",""Bisoprolol 3.75mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""401411000001109"",""Atenolol 50mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""695911000001104"",""Propranolol 10mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""4920211000001104"",""Clonidine 25microgram tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8398611000001101"",""Clonidine 50micrograms/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10285411000001102"",""Bisoprolol 10mg tablets (Relonchem Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5010511000001106"",""Tritace 1.25mg tablets (Aventis Pharma) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5623511000001102"",""Ramipril 2.5mg capsules (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9810811000001102"",""Lisinopril 20mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11399011000001106"",""Amlodipine 10mg tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7856211000001104"",""Nifedipress MR 10 tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""29288711000001101"",""Eplerenone 25mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""202711000001106"",""Furosemide 20mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""668811000001102"",""Lisinopril 20mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""253711000001107"",""Aldomet 250mg tablets (Merck Sharp & Dohme Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""479211000001100"",""Celectol 400mg tablets (Pantheon Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23466611000001105"",""Doxazosin 4mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10378511000001109"",""Amlodipine 10mg tablets (Arrow Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16998411000001102"",""Losartan 25mg tablets (Dexcel-Pharma Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5591311000001108"",""Ramipril 5mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""14169511000001101"",""Nebivolol 5mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""522011000001109"",""Physiotens 300microgram tablets (Solvay Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8885711000001100"",""Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17220911000001102"",""Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13740111000001101"",""Atenolol 25mg tablets (Tillomed Laboratories Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18553111000001106"",""Bisoprolol 2.5mg tablets (Niche Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""14033711000001109"",""Nebivolol 5mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8304911000001103"",""Bisoprolol 5mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9800811000001104"",""Furosemide 20mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7856611000001102"",""Nifedipress MR 20 tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17024911000001104"",""Losartan 100mg / Hydrochlorothiazide 25mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17338211000001104"",""Larbex XL 4mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""21111211000001105"",""Irbesartan 75mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9810211000001103"",""Lisinopril 5mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""868811000001108"",""Nifedipine 10mg capsules (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""884011000001109"",""Atenolol 50mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""12498711000001105"",""Perindopril 4mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""602811000001100"",""Frusol 20mg/5ml oral solution (Rosemont Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9810411000001104"",""Lisinopril 10mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23613711000001106"",""Telmisartan 80mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8393911000001102"",""Propranolol 80mg modified-release capsules (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10412711000001103"",""Ramipril 10mg capsules (Arrow Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8622511000001100"",""Lisinopril 5mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""499011000001103"",""Metoprolol 50mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""4250511000001101"",""Doxazosin 4mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8886211000001101"",""Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""907711000001109"",""Cardura 1mg tablets (Upjohn UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""318480001"",""Product containing precisely nadolol 40 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""275811000001103"",""Atenolol 100mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13894811000001108"",""Spironolactone 25mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""865711000001107"",""Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9808311000001105"",""Propranolol 10mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7376711000001106"",""Bisoprolol 5mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""829111000001100"",""Accupro 20mg tablets (Pfizer Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13895011000001103"",""Spironolactone 5mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""12503011000001109"",""Chlorothiazide 250mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5875911000001104"",""Ramipril 2.5mg capsules (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""19630911000001108"",""Valsartan 160mg capsules (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""749611000001107"",""Innovace 2.5 mg tablets (Merck Sharp & Dohme Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17198511000001101"",""Doxazosin 4mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16666411000001101"",""Lercanidipine 20mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11407911000001108"",""Ramipril 5mg capsules (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""321311000001100"",""Hypovase 500microgram tablets (Pfizer Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""38019311000001102"",""Lacidipine 6mg tablets (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11008811000001105"",""Amlodipine 5mg tablets (Dr Reddy's Labs) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5873711000001102"",""Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18506811000001102"",""Bisoprolol 7.5mg tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""449109006"",""Product containing precisely azilsartan medoxomil 40 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9805611000001106"",""Ramipril 2.5mg capsules (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11961711000001103"",""Rasilez 300mg tablets (Novartis Pharmaceuticals UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""554711000001100"",""Doxazosin 2mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10261811000001100"",""Olmetec Plus 20mg/25mg tablets (Sankyo Pharma UK) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18072211000001106"",""Doxazosin 4mg tablets (Neolab Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8046211000001107"",""Amlostin 5mg tablets (Discovery Pharmaceuticals) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5590811000001107"",""Ramipril 2.5mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""188311000001109"",""Propranolol 40mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11009211000001104"",""Amlodipine 10mg tablets (Dr Reddy's Labs) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""393511000001101"",""Metoprolol 50mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""260211000001104"",""Accuretic 12.5mg/10mg tablets (Pfizer Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""20358011000001102"",""Bisoprolol 1.25mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""226211000001106"",""Half Inderal LA 80mg capsules (AstraZeneca) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11399511000001103"",""Atenolol 100mg tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23667611000001109"",""Chlortalidone 50mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""533611000001105"",""Amiloride 5mg tablets (C P Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23666511000001108"",""Losartan 50mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7334911000001102"",""Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8670111000001106"",""Nifedipine 10mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17195711000001104"",""Bendroflumethiazide 2.5mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""318769000"",""Product containing precisely prazosin (as prazosin hydrochloride) 2 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""42611000001104"",""Trandate 50mg tablets (Celltech Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10448511000001104"",""Clonidine 100micrograms/24hours patches (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""2885611000001102"",""Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7376911000001108"",""Bisoprolol 10mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13436011000001108"",""Bisoprolol 1.25mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9808611000001100"",""Propranolol 40mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9802811000001103"",""Spironolactone 100mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""877611000001104"",""Lisinopril 2.5mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""446011000001103"",""Amiloride 5mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""19485511000001100"",""Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""723811000001107"",""Dilcardia SR 120mg capsules (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""397311000001100"",""Indapamide 2.5mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""318128000"",""Product containing precisely hydroflumethiazide 50 milligram and spironolactone 50 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8453711000001104"",""Diazoxide 50mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8670311000001108"",""Nifedipine 5mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""36149411000001103"",""Verapamil 180mg modified-release capsules (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17967211000001103"",""Clonidine 25microgram tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""21219011000001103"",""Irbesartan 75mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8485611000001104"",""Enalapril 1.25mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""319215007"",""Nicardipine hydrochloride 45mg m/r capsule (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8479811000001106"",""Inspra 50mg tablets (Upjohn UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8358711000001100"",""Chlorothiazide 25mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""36106511000001102"",""Bedranol 40mg tablets (Ennogen Pharma Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8751011000001109"",""Furosemide 20mg tablets (Ranbaxy (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""695511000001106"",""Enalapril 20mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23613511000001101"",""Telmisartan 40mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""20419111000001107"",""Furosemide 250mg/25ml solution for injection vials (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16551311000001103"",""Nebivolol 2.5mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""13893411000001108"",""Furosemide 5mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""14159411000001106"",""Losartan 50mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""3252011000001105"",""Kalspare tablets (Pliva Pharma Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""5885911000001106"",""Ramipril 10mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16631211000001103"",""Perindopril erbumine 4mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9153711000001103"",""Propranolol 10mg tablets (Ranbaxy (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9792911000001108"",""Doxazosin 2mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10721411000001100"",""Ramipril 10mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""680811000001102"",""Tanatril 10mg tablets (Trinity Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16732211000001104"",""Lercanidipine 20mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""11554911000001102"",""Doxazosin 4mg tablets (Dexcel-Pharma Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""19631111000001104"",""Valsartan 40mg capsules (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""573311000001103"",""Metoprolol 100mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""213911000001104"",""Co-amilofruse 2.5mg/20mg tablets (C P Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""422011000001104"",""Atenolol 100mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""797711000001100"",""Verapamil 40mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8751711000001106"",""Furosemide 40mg tablets (Ranbaxy (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""925711000001108"",""Sectral 200mg capsules (NRIM Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10429011000001100"",""Furosemide 40mg tablets (Arrow Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23613311000001107"",""Telmisartan 20mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17015311000001105"",""Losartan 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18402811000001107"",""Clonidine 25microgram tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17642211000001107"",""Proglycem 250mg/5ml oral suspension (Imported (United States)) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23666711000001103"",""Losartan 100mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""15610411000001104"",""Beta-Prograne 160mg modified-release capsules (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""590011000001102"",""Verapamil 120mg tablets (Approved Prescription Services) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10438411000001104"",""Bisoprolol 5mg tablets (Niche Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""710711000001100"",""Nicardipine 30mg capsules (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""34193711000001108"",""Furosemide 250mg/25ml solution for injection ampoules (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""421611000001100"",""Aldactone 100mg tablets (Pfizer Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""3687411000001106"",""Corgard 80mg tablets (Sanofi-Synthelabo Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""532711000001109"",""Lisinopril 10mg tablets (A A H Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""298111000001105"",""Sectral 400mg tablets (NRIM Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""637111000001101"",""Lisinopril 20mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""10721111000001105"",""Ramipril 5mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""20572111000001104"",""Losartan 100mg tablets (Wockhardt UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23471511000001106"",""Perindopril erbumine 4mg/5ml oral solution (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9803611000001107"",""Spironolactone 25mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""8304811000001108"",""Bisoprolol 5mg/5ml oral suspension (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""32616911000001105"",""Losartan 100mg tablets (Almus Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18743711000001108"",""Bisoprolol 3.75mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""25560211000001107"",""Eplerenone 50mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""14107311000001101"",""Diltiazem 60mg modified-release tablets (Niche Generics Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""78411000001104"",""Bisoprolol 10mg tablets (Ranbaxy (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""17024711000001101"",""Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""43211000001107"",""Bisoprolol 10mg tablets (Kent Pharmaceuticals Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""7339411000001109"",""Ramipril 10mg tablets (Sterwin Medicines) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""450511000001107"",""Indapamide 2.5mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""632811000001105"",""Sectral 100mg capsules (NRIM Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""14768911000001108"",""Amlodipine 5mg tablets (Wockhardt UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18164911000001108"",""Raporsin XL 4mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""34511000001109"",""Lisinopril 5mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""23666311000001102"",""Losartan 25mg tablets (Sovereign Medical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""16631411000001104"",""Perindopril erbumine 2mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""202811000001103"",""Hydralazine 25mg tablets (Generics (UK) Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""15436111000001104"",""Indipam XL 1.5mg tablets (Accord Healthcare Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""18299211000001100"",""Losartan 100mg / Hydrochlorothiazide 25mg tablets (Actavis UK Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""9792611000001102"",""Doxazosin 1mg tablets (Almus Pharmaceutical Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""318127005"",""Product containing precisely hydroflumethiazide 25 milligram and spironolactone 25 milligram/1 each conventional release oral tablet (clinical drug)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""464711000001104"",""Doxazosin 2mg tablets (Sandoz Ltd) (product)"",""1"",""20210127"",),"
"(""hypertension_drugs"",""DMD"",""469111000001104"",""Verapamil 120mg tablets (Alpharma Limited) (product)"",""1"",""20210127"",),"
